アカリ	明かり
マルッキリ	丸っきり
ガンポン	元本
チュウゲン	中元
マンマル	真ん丸
シメッポイ	湿っぽい
マルマル	丸まる
タシャ	他者
タメン	他面
タバネル	束ねる
ボウダイ	膨大
ナオシ	直し
ヒョウダイ	表題
コイ	恋
レンアイ	恋愛
コイビト	恋人
シタジ	下地
ジュク	塾
キグ	危惧
シメキリ	締切り
シメキリ	締切
トリシマリ	取締まり
トリシマリ	取り締り
トリシマリ	取締り
ミカケル	見かける
ヒキシメ	引締め
サイカ	最下
ハバタク	羽撃く
ハブク	省く
チンプ	陳腐
カッキ	画期
キュウ	旧
コンバン	今晩
シュキ	手記
ニホンガ	日本画
ユウダチ	夕立
カイチュウ	海中
クルウ	狂う
キンカイ	近海
シツ	室
トショシツ	図書室
マチアイシツ	待合室
コワガル	怖がる
ホッカイ	北海
サンセン	参戦
カタヅク	片付く
ミャクハク	脈拍
シッケイ	失敬
オモムキ	趣
ソンチョウ	村長
チョウエキ	懲役
ホクジョウ	北上
リアゲ	利上げ
キンコウ	近郊
コウガイ	郊外
トリカエル	取り替える
ブジョク	侮辱
アルク	歩く
ホコウシャ	歩行者
ホコウシャテンゴク	歩行者天国
シュタイテキ	主体的
メズラシイ	珍しい
ニンチ	認知
ゲンダイテキ	現代的
コシ	腰
ゼンケン	全権
リツアン	立案
ヨゲン	預言
ホウヨウ	法要
ジチケン	自治権
セイアン	成案
キャクマ	客間
コクダイ	国大
セキタン	石炭
オモイツク	思いつく
ジセイ	自制
テイジセイ	定時制
オドリ	踊り
トナリアウ	隣り合う
フキダス	吹き出す
トナリアワセ	隣り合わせ
キュウキョ	急きょ
ギンガミ	銀紙
ゼンジ	全治
ハヤネ	早寝
チリガミ	ちり紙
シュウヤク	集約
ニジ	虹
ヒョウショウ	表彰
ボツラク	没落
ジッセイ	実勢
ゲンサン	減産
ザイガイ	在外
ショウギ	将棋
ザイキョウ	在京
イッケン	一件
エンシュウ	円周
コムスビ	小結
ダイホン	台本
ホウチョウ	包丁
イキ	意気
コクサイキョウリョクジギョウダン	国際協力事業団
ケツベツ	決別
コウレイ	恒例
ツム	摘む
リキテン	力点
カタヨル	偏る
コウガクネン	高学年
フセイリツ	不成立
セイキョウ	政教
イチニン	一任
キョウエン	共演
ニン	任
マカス	任す
ブンケイ	文系
ボウケン	冒険
ボウトウ	冒頭
マイゴ	迷子
リケイ	理系
タコ	凧
カンチガイ	勘違い
ユウキ	勇気
ショカ	書家
テイジュウ	定住
フケン	府県
ボコクゴ	母国語
ヤゴウ	野合
ヤスイ	易い
キカイ	機械
シツレン	失恋
ショザイチ	所在地
コイシイ	恋しい
コイスル	恋する
ショヨウ	所要
エシャク	会釈
ケナゲ	健気
ゲンジン	原人
サイ	才
リンリ	倫理
ウケツケ	受け付け
トリサゲ	取り下げ
テトリ	手取り
スウジ	数次
ヒトリッコ	一人っ子
アマエル	甘える
ツド	都度
クセ	癖
ツキヅキ	月々
マックロ	真っ黒
チカスイ	地下水
スイドウスイ	水道水
キオク	記憶
ショウカキ	消火器
アラアラシイ	荒々しい
ボヤ	小火
コウハンセン	後半戦
キョウフ	恐怖
アヤマル	誤る
サイゲン	再現
ガラスド	ガラス戸
サイカイハツ	再開発
オロカ	愚か
イヌ	犬
コウケン	後見
ハヤク	速く
トジコモル	閉じこもる
サクネンライ	昨年来
ダイミョウ	大名
オモテダッテ	表立って
オモテダツ	表立つ
ヤサイ	野菜
ロンチョウ	論調
ロンテン	論点
ドウメイ	同名
ナザシ	名指し
マジエル	交える
コウセン	交戦
ミミ	耳
ロジ	露地
ケイカクテキ	計画的
マッコウ	真っ向
センザイ	潜在
ソウリョク	総力
イッツウ	一通
キョウカン	教官
ツトメル	勤める
ジョリュウ	女流
リュウドウテキ	流動的
トビキリ	飛び切り
ヒキノバス	引き伸ばす
ヒキノバス	引き伸す
ヒキノバス	引伸ばす
ヒキノバス	引伸す
ブツリュウ	物流
カンキ	寒気
サムケ	寒気
カンレイ	寒冷
コシカケル	腰掛ける
サッキ	殺気
ゾウイン	増員
ユゲ	湯気
ソウホンザン	総本山
サンヤ	山野
ジョウガイ	場外
ホンザン	本山
ノヤマ	野山
リョウユウ	領有
マエウリケン	前売り券
オハナシチュウ	お話し中
イチタイイチ	一対一
ニシグチ	西口
セキメン	赤面
カド	過度
ガイネン	概念
セイジョウ	政情
コウソク	拘束
ゼンブ	前部
タンスウ	単数
デシイリ	弟子入り
リキトウ	力投
ナゲ	投げ
セイリガク	生理学
オリカエス	折り返す
ハカ	墓
ボチ	墓地
シメシ	示し
コウアンイインカイ	公安委員会
チンモク	沈黙
ダマル	黙る
グンセイ	軍政
ジュウミンゼイ	住民税
ニグン	二軍
ヒッス	必須
ダリョク	打力
シャミントウ	社民党
クラヤミ	暗やみ
ナニトゾ	何とぞ
ケンモン	検問
ヤブレル	破れる
ヘンケン	偏見
ヘンサチ	偏差値
コクブンガク	国文学
タイチ	対地
ノキナミ	軒並み
ヨビステ	呼び捨て
ゾッコウ	続行
カエ	代え
フンイキ	雰囲気
ジュウダイ	１０代
ジゾクテキ	持続的
イチゲンカ	一元化
カラス	烏
コウシ	公私
チョウソン	町村
チョウミン	町民
タマゴ	卵
コウシン	後進
シガク	私学
シブンショ	私文書
シンシン	新進
ジョウジ	常時
ジョウセツ	常設
ジョウレン	常連
セイトウ	正統
タイグウ	待遇
ジュウド	重度
ヤエ	八重
ジュウテンテキ	重点的
ヤスラギ	安らぎ
ミズウミ	湖
トリノゾク	取り除く
ノゾク	除く
コエル	肥える
ウチウチ	内々
チカヅキ	近づき
ヤスラグ	安らぐ
コウキョウリョウキン	公共料金
カイトリ	買取
ボウトウ	暴騰
アイマッテ	相まって
デナオシ	出直し
オロス	降ろす
チホウギョウセイ	地方行政
キツエン	喫煙
キッサテン	喫茶店
ソエン	疎遠
スバラシイ	素晴しい
リョウロン	両論
サイテイ	裁定
ヒキノバス	引き延す
ヒキノバス	引延ばす
ヒキノバス	引延す
ショクタク	食卓
ナシトゲル	成し遂げる
タスウケツ	多数決
ホンスウ	本数
カンショウ	干渉
マツル	祭る
ジャッカン	若干
ナラベル	並べる
メイガ	名画
カクイツ	画一
ホス	干す
ケンコク	建国
コウカイ	公海
ヒトゴミ	人込み
チョウテン	頂点
ガイチュウ	害虫
カオブレ	顔ぶれ
カタリ	語り
シタガエル	従える
ムシ	虫
インサツ	印刷
カカル	掛かる
シキュウ	死球
ニクガン	肉眼
ウリアゲキン	売上金
ショキュウ	初球
カビン	花瓶
サホウ	作法
ムラビト	村人
キタアイルランド	北アイルランド
リキサク	力作
ミミモト	耳元
センシュムラ	選手村
シュギョウ	修行
ウマ	午
ヒル	午
ボウキャク	忘却
ナラス	鳴らす
カワル	替わる
カイウン	海運
ジュウショク	住職
ギアン	議案
サンケン	三権
シュツニュウ	出入
タイアン	対案
テンカ	転嫁
ニュウトウ	入党
リッショウ	立証
センキョケン	選挙権
ジンシン	人心
ハコ	箱
ホンド	本土
シドウ	市道
ダイドウ	大道
シンヨウクミアイ	信用組合
メイボ	名簿
トウヨ	投与
シンセカイ	新世界
オジョウサン	お嬢さん
カイジョウ	開場
ネカス	寝かす
トクサク	得策
カイコク	開国
オテアゲ	お手上げ
テダテ	手立て
ソウゼイ	総勢
トメガネ	止め金
コクセイチョウサ	国勢調査
シュウ	集
トクシュ	特殊
チョウチョウ	蝶々
ゲッサン	月産
カンブン	漢文
ゴウリョク	合力
ハンショク	繁殖
レンケツ	連結
ナゼカ	何故か
ジリキ	地力
ガクギョウ	学業
センスイカン	潜水艦
ニヒャクハツカ	二百二十日
シゲル	茂る
チホウコウキョウダンタイ	地方公共団体
フリムク	振り向く
センベツ	選別
フカブン	不可分
ベツイン	別院
ベツジン	別人
コウハイ	後輩
コモノ	小物
センパイ	先輩
ブッサン	物産
ヤクショク	役職
ダイドウ	大同
アナ	穴
アガル	揚がる
セイキョウ	正教
フドウサンヤ	不動産屋
トキトシテ	時として
エンモク	演目
カイホウ	会報
キミョウ	奇妙
ホウ	報
キセキ	奇跡
オンドク	音読
オンヨミ	音読み
ジマン	自慢
デンワキ	電話機
ナイジツ	内実
ハイケン	拝見
ヒツドク	必読
マンセイ	慢性
タチヨミ	立ち読み
ヒキアイ	引き合い
ワリダカ	割高
ワリヤス	割安
ジッソウ	実相
シヨウシャ	使用者
テガキ	手書き
ツル	鶴
ワキマエル	弁える
モチダシ	持ち出し
ゲヤ	下野
ネモト	根元
コンゲン	根元
カシキリ	貸し切り
ミノシロキンヨウキュウ	身代金要求
オンダン	温暖
コウサイヒ	交際費
コウヒ	工費
ショケン	所見
タイシャ	大社
レイコク	冷酷
セイソウ	政争
ゲンサン	原産
ヒタル	浸る
サンジ	三次
ニガミ	苦味
イキサキ	行き先
コウセイノウ	高性能
センダイ	先代
ハクシュ	拍手
ヨウスイ	用水
クギリ	区切り
ツク	就く
キラス	切らす
ゼンハンセン	前半戦
ハンセイ	半生
ムキ	無期
ダイジョウブ	大丈夫
ツメ	爪
ブッピン	物品
サンピン	産品
シンピン	新品
ロンセツ	論説
スイイ	水位
テンジル	転じる
テンキ	転機
テンショク	転職
ヒョウスル	表する
メイジツ	名実
メイシュ	名手
コウシ	小牛
タイロン	対論
ロンコク	論告
イバル	威張る
コウツウキカン	交通機関
ショクヨウ	食用
ホイクエン	保育園
サイボウ	細胞
トウケイ	東経
ヒジュウ	比重
ヤグ	夜具
シスル	資する
ツウ	通
ナン	難
ツウネン	通年
ゲザン	下山
カクヤス	格安
コシカケ	腰掛け
ゾウシン	増進
ナミダ	涙
ヤマヤマ	山々
カカリカン	係官
シユウ	私有
ヤキソバ	焼そば
ショクレキ	職歴
レンパツ	連発
カカリイン	係員
イヤガル	嫌がる
ユウジ	有事
カギョウ	家業
アンシンカン	安心感
サイカイ	際会
ニンゲンドック	人間ドック
サテイ	査定
ヒッテキ	匹敵
ヒキ	匹
トクセツ	特設
カダイ	過大
シュウブン	秋分
キュウカ	休暇
ヨカ	余暇
ショキキョク	書記局
オマエ	御前
サシシメス	指し示す
チョウチョウ	長調
ハイ	肺
ハイエン	肺炎
ホンチョウシ	本調子
ムジャキ	無邪気
サイネンショウ	最年少
ジョウタイ	上体
マゴ	孫
ダンゾク	断続
ホウシュツ	放出
ホンリョウ	本領
リョウジ	領事
ゼイホウ	税法
オシウリ	押売
オシウリ	押売り
タトエ	仮令
イチナン	一男
カワイガル	可愛がる
カワイラシイ	可愛らしい
ケンキョ	検挙
コウブン	公文
ネンパイ	年輩
ジンブン	人文
ブンキョウ	文教
ケンガイ	県外
イカク	威嚇
カンテイ	鑑定
ゴウギ	合議
トウホウ	当方
ナンポウ	南方
オヤスミナサイ	お休みなさい
ヒトヤスミ	一休み
ヤスメル	休める
タズサワル	携わる
シセツ	私設
シイク	飼育
ハッポウ	八方
オヤスミ	お休み
シミンシャカイ	市民社会
シダイ	私大
オンジン	恩人
サンバシ	桟橋
カサネアワセ	重ね合わせ
オモル	重る
デアシ	出足
セイジョウカ	正常化
タジュウ	多重
カジュウ	加重
ススメル	勧める
ヤキトリ	焼鳥
イワカン	違和感
キンダイテキ	近代的
コウナイ	校内
サワガシイ	騒がしい
フシャ	富者
シヨウリョウ	使用料
シュタル	主たる
オトル	劣る
ハカル	謀る
チョッカ	直下
サンボウ	三方
イシツブツ	遺失物
キョウレツ	強烈
ミハラシ	見晴らし
カサイ	家裁
チョウデンドウ	超電導
アソコ	彼処
インズウ	員数
バンヅケ	番付
アマミ	甘味
イヒョウ	意表
イッパンニ	一般に
サンパツ	散髪
ゼンキ	前記
コム	混む
ホカク	保革
アンカ	安価
ケンセツテキ	建設的
ゲンコウ	原稿
ハズカシイ	恥ずかしい
ツウイン	通院
ヒツジ	未
ウチウミ	内海
サンジョ	三女
サンカク	参画
エダ	枝
フセン	不戦
フモン	不問
ナレル	慣れる
ウリダシ	売り出し
チキュウジョウ	地球上
ミセバ	見せ場
キュウカイ	球界
ショネン	初年
エイダン	営団
シエイ	市営
ソンミン	村民
トウリ	党利
レンサク	連作
サンブサク	三部作
トエイ	都営
クウゼン	空前
コクミンセイ	国民性
シャカイセイ	社会性
ニヅクリ	荷造り
ミシラヌ	見知らぬ
ザイショク	在職
オヤコウコウ	親孝行
フロ	風呂
ウタウ	謡う
オカ	丘
リッタイテキ	立体的
サショウ	査証
ムネ	棟
ツキサス	突き刺す
ハシ	箸
ミイル	見入る
イッシン	一心
ケンドウ	県道
サンドウ	山道
フヨウイ	不用意
カイドウ	海道
ハテ	果て
カケアシ	駆け足
コウシン	交信
ジュシンキ	受信機
ショ	諸
ショコク	諸国
マンガ	漫画
クッセツ	屈折
ゲンカン	玄関
ネカセル	寝かせる
ナツバテ	夏ばて
キュウピッチ	急ピッチ
カキ	夏期
テガケル	手がける
テゴワイ	手ごわい
シュウキン	集金
アラテ	新手
ネバリ	粘り
ニホン	日本
シュウタイセイ	集大成
カクゴ	覚悟
サンテイ	算定
テンザイ	点在
ナクナル	亡くなる
ナクス	亡くす
オイカケル	追いかける
ザイベイ	在米
ケッシャ	結社
ゴハン	御飯
テンポ	店舗
ハカマイリ	墓参り
キョウダン	教団
グンダン	軍団
フニンキ	不人気
アマノガワ	天の河
コサジ	小さじ
キイロイ	黄色い
カゴウブツ	化合物
コウクウケン	航空券
タカラカ	高らか
モノワカレ	物別れ
カセイ	化成
ケイセイ	京成
ケイゴ	警護
タイセイ	大成
オオジダイ	大時代
カイエン	開演
アツイ	暑い
センニン	選任
タイボク	大木
サマス	冷ます
ジニン	自任
チョット	鳥渡
オンケイ	恩恵
ジッチ	実地
ツカノマ	束の間
デンドウ	電動
ケイザイケンキュウショ	経済研究所
キョウショ	教書
ドク	毒
ヤワラカ	軟らか
ホンダナ	本棚
ヤジルシ	矢印
ユウドク	有毒
モチマワリ	持ち回り
クウセキ	空席
ネザス	根ざす
ジュウニン	住人
ミエ	見栄
ミバエ	見栄
カンペキ	完ぺき
チョウシン	長身
レンカン	連関
オウフク	往復
シュッピ	出費
ユシュツニュウ	輸出入
ジケツ	自決
イチヅケ	位置付け
ゲンセイ	原生
ジダイ	次代
スケット	助っ人
ツキ	付き
イチヅケル	位置付ける
ジッシ	実子
トリタテ	取り立て
ソウダンジョ	相談所
ヨリアツマル	寄り集まる
シセイ	施政
トウト	東都
ミスイ	未遂
チカヨセル	近寄せる
セコウ	施工
シュスイ	取水
セイジャク	静寂
バン	晩
ハンハン	半々
ウチキリ	打ち切り
ムトクテン	無得点
マルメコム	丸め込む
コメル	込める
サイライ	再来
ウチョウテン	有頂天
タテコム	立て込む
ゼンガク	全学
チャクモク	着目
ワカレメ	分かれ目
カオナジミ	顔なじみ
ヒノメ	日の目
キシュ	機首
ジョウハツ	蒸発
シンズイ	神髄
ナノリ	名乗り
レンメイ	連名
ダイカイテン	大回転
キギョウカ	企業家
ハカリシレナイ	計り知れない
コリル	懲りる
テンシュ	店主
ルイ	類
ヒラチ	平地
アウ	遭う
キョム	虚無
シカツ	死活
マショウメン	真正面
スイシ	水死
ソウアタリ	総当たり
ソウドウイン	総動員
